0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33558,0.0014679,0.19915,0.0042162,0.10789,0.52693,0.0036568,0.19492,0.0041497,0.2083,0.19758,0.0024409,0.48616,0.0037575,0.14484,0.067626,0.0001068,0.073207,0.0010039,0.1591
0.88034,0.0018306,0.37476,0.0042927,0.12261,1.4731,0.0049682,0.38549,0.0038119,0.41405,0.65823,0.0043365,1.0685,0.005236,0.22859,0.1086,6.7092e-05,0.080253,0.00090476,0.22803
0.74628,0.0012264,0.13864,0.0040017,0.17123,1.1913,0.0039939,0.099044,0.0043488,0.3691,0.41997,0.0032387,0.069613,0.0041132,0.27572,0.091897,0.00046441,0.058282,0.0011625,0.28337
0.43699,0.0014467,0.39976,0.0037478,0.32816,0.88195,0.004364,0.39615,0.0034137,0.76443,0.53604,0.0048954,1.1338,0.0056568,0.57779,0.14704,0.00058607,0.068643,0.0014209,0.57571
0.42951,0.0016639,0.17037,0.0034265,0.21184,0.67537,0.003303,0.13368,0.0047193,0.59826,0.26965,0.0025395,0.2156,0.0034696,0.37773,0.038549,0.00048151,0.068908,0.0012829,0.34757
0.32404,0.00206,0.16901,0.0043368,0.47309,0.57155,0.0043865,0.22905,0.0050816,0.73416,0.36335,0.0034336,0.58721,0.0058192,0.69579,0.028344,0.00088951,0.077026,0.0021803,0.74906
0.50286,0.0014836,0.32098,0.0033657,0.035766,0.73152,0.0040249,0.3188,0.0032547,0.55628,0.21938,0.0029841,0.96216,0.0042396,0.15809,0.047518,0.00013275,0.06836,0.00046036,0.21872
0.27864,0.0017054,0.11136,0.0039467,0.34233,0.42553,0.0034003,0.13904,0.0048831,0.60266,0.19007,0.0021109,0.2592,0.0046969,0.50476,0.06252,0.00074505,0.058916,0.0016461,0.53296
0.32561,0.0030224,0.43822,0.0050516,0.45832,0.77611,0.0065287,0.45237,0.0043936,0.55227,0.78342,0.0057079,1.2671,0.005817,0.63115,0.079369,0.00078032,0.081742,0.0021667,0.71307
0.55703,0.00098267,0.14281,0.0042218,0.45154,1.0014,0.0025304,0.13067,0.0047594,0.48211,0.48077,0.0040726,0.27737,0.0052069,0.60522,0.10172,0.00053611,0.051827,0.0019082,0.68919
0.29888,0.0022753,0.25653,0.0042556,0.38618,0.77201,0.0059415,0.26106,0.0045871,0.19123,0.7591,0.00421,0.72035,0.0051559,0.42346,0.11777,0.0004586,0.061251,0.0016028,0.5651
0.63036,0.0012808,0.15002,0.0030085,0.057404,1.0925,0.003812,0.18559,0.0039843,0.42586,0.52103,0.0035515,0.45063,0.0039892,0.12655,0.094931,0.00017719,0.070441,0.0004445,0.15351
0.71502,0.0018838,0.20377,0.0035405,0.21474,1.2097,0.0045185,0.29148,0.0034143,0.79774,0.51646,0.0032458,0.54788,0.0047961,0.46523,0.12053,0.00036826,0.1246,0.0012177,0.40517
0.41825,0.0017222,0.29998,0.0047067,0.49485,0.85975,0.0042652,0.33405,0.0044986,0.56944,0.66209,0.0046578,0.82582,0.0058438,0.72004,0.075234,0.00059795,0.093366,0.0024758,0.81066
0.51254,0.0017479,0.19237,0.0038823,0.38442,0.87448,0.0033595,0.19969,0.0037767,0.8461,0.33891,0.0033497,0.55984,0.0052073,0.66144,0.096872,0.0007369,0.047088,0.0018046,0.65221
0.60831,0.0019312,0.20457,0.0033604,0.13134,1.2091,0.0040234,0.20461,0.0042723,0.26171,0.8745,0.0042583,0.59074,0.004239,0.20539,0.10158,0.00037018,0.039288,0.00079214,0.21495
0.84572,0.00067142,0.27961,0.0039704,0.054585,1.4413,0.0040479,0.27125,0.0040108,0.33336,0.73461,0.0042632,0.79955,0.0043296,0.14422,0.087875,0.00030625,0.0619,0.00059503,0.1367
0.59321,0.0016923,0.32027,0.0038884,0.2853,0.97128,0.0054169,0.37003,0.0038873,0.57418,0.54614,0.0041374,0.96621,0.0052148,0.45161,0.050615,0.0003918,0.11572,0.0014376,0.47734
0.20697,0.0012359,0.15724,0.0031133,0.1626,0.40355,0.0040257,0.20692,0.003751,0.61017,0.1888,0.0028811,0.42228,0.0038728,0.30288,0.10751,0.00027317,0.087233,0.00080922,0.26598
0.50568,0.0019352,0.10192,0.003754,0.4123,0.84441,0.0039912,0.09283,0.0047376,0.86571,0.49972,0.0032591,0.080294,0.0047597,0.65664,0.042563,0.00061332,0.045182,0.001745,0.66189
0.61239,0.0012105,0.29179,0.0042406,0.31108,0.92836,0.0035416,0.31172,0.0041221,0.51216,0.34192,0.0035768,0.85848,0.0053641,0.44881,0.052907,0.00067357,0.08744,0.0015984,0.49682
0.42695,0.0025564,0.079517,0.0032114,0.23496,1.0043,0.0051252,0.11454,0.0050346,0.43718,0.87025,0.003524,0.086032,0.0042208,0.32777,0.13756,0.00042943,0.046221,0.0011653,0.35881
0.37711,0.0017864,0.35314,0.0043801,0.4098,0.5999,0.0040646,0.36361,0.0041837,1.0196,0.23699,0.0040622,1.0569,0.0063007,0.69969,0.058667,0.0004063,0.078582,0.001894,0.68191
0.6591,0.0019344,0.40384,0.0046906,0.46336,1.1777,0.0048583,0.44305,0.003983,0.46449,0.70265,0.0046799,1.1893,0.0062597,0.65961,0.074032,0.00068231,0.099745,0.0023439,0.76345
0.74826,0.0014296,0.27974,0.0042439,0.58541,1.2593,0.0030533,0.30734,0.0043303,0.73617,0.52012,0.0036511,0.87716,0.0064243,0.85126,0.11473,0.0010216,0.07835,0.0025156,0.93152
0.35928,0.0024727,0.31269,0.0047233,0.4777,0.75058,0.0045287,0.31087,0.0042968,0.6235,0.55055,0.0046588,0.9404,0.0059386,0.70322,0.086803,0.00072117,0.061022,0.0021668,0.75722
0.36534,0.0015931,0.17456,0.0038184,0.13991,0.95528,0.0038657,0.21115,0.0038511,0.46089,0.93176,0.0049451,0.35802,0.0042567,0.25503,0.17021,0.00036863,0.096924,0.0006345,0.23546
0.45079,0.0021641,0.076381,0.0035238,0.19935,1.04,0.0042972,0.14782,0.0044199,0.32603,0.82108,0.004253,0.28858,0.0044191,0.29002,0.17079,0.00018752,0.064368,0.0007996,0.31976
0.57765,0.00082757,0.28483,0.0032424,0.15058,1.0993,0.0037872,0.2756,0.0045009,0.20295,0.61023,0.0047394,0.90904,0.0046806,0.11343,0.13193,0.00022882,0.069554,0.00079279,0.22529
0.075322,0.0015806,0.38058,0.0044612,0.18303,0.14121,0.0051464,0.37671,0.0038838,0.71802,0.10788,0.0038707,1.0197,0.0051546,0.37601,0.082596,0.00045843,0.068075,0.0010432,0.32661
0.65257,0.0019457,0.47629,0.0042479,0.297,1.024,0.0041738,0.46319,0.0035465,0.62964,0.37606,0.0040438,1.375,0.0057271,0.44979,0.076087,0.00067836,0.080903,0.0013565,0.47853
0.67115,0.0013803,0.22899,0.0044844,0.42018,1.3044,0.0037743,0.2913,0.004503,0.70426,0.83779,0.0046665,0.73575,0.0058089,0.63616,0.14324,0.00066655,0.096407,0.0019814,0.6763
